site,date,n,CO2_mean,CO2_sd,month,season,total_mean_co2
6,2023-02-10,3,117.93525903333332,10.587871571887536,2,ice,43.54391747083333
6,2023-02-17,3,216.9643693,2.5960179617150105,2,ice,77.52324560458334
6,2023-03-23,3,47.87425524,0.32019290133913236,3,open,49.63556611875
6,2023-04-07,3,41.15062862333333,0.4336506920150174,4,open,30.462882309166666
6,2023-04-27,3,30.982536033333332,0.2684971286080095,4,open,28.85335929375
6,2023-05-04,3,29.593212646666668,0.30065895968011425,5,open,22.744276107333334
6,2023-05-17,3,23.72154129,0.17468518335578595,5,open,23.614712222708334
7,2022-06-06,3,16.195710253333335,0.4859401828648655,6,open,21.192612027166668
7,2022-06-13,3,18.56498752,0.38226355377514715,6,open,13.377299434
7,2022-06-20,2,6.1746817995,0.2690858772146363,6,open,11.2633616034375
7,2022-06-28,3,6.188943417333333,0.1141988632780523,6,open,8.771627900833334
7,2022-07-13,3,6.22767935,0,7,open,10.605543713291667
7,2022-07-21,3,3.862416878,0.8071225229641005,7,open,9.594915448750001
7,2022-07-28,3,3.8279500006666667,0.7997973705593008,7,open,6.075076026416666
7,2022-08-04,3,2.821463212,0,8,open,7.202241165625001
7,2022-08-12,3,1.9360539589999999,0.44254351815540466,8,open,4.400156042416667
7,2022-08-18,3,2.529603707333333,0.10892316622766474,8,open,3.6194348265833334
7,2022-09-09,3,5.557940450666666,0.21349606396018586,9,open,14.461023820291667
7,2022-09-23,3,7.4417993036666665,0.2572415274516363,9,open,15.200654667458334
7,2022-10-19,3,17.040926946666666,0.26830486560647654,10,open,17.51841164625
7,2022-10-28,3,12.158657250000001,0.05860355810073381,10,open,15.144538195041667
7,2023-01-23,3,27.273756926666668,0.8501695447335224,1,ice,21.122625739770832
7,2023-02-10,3,105.85451266666666,4.011519881844179,2,ice,43.54391747083333
7,2023-02-17,3,171.23359593333333,4.868192442162233,2,ice,77.52324560458334
7,2023-03-23,3,53.78473257666667,0.45095427360146384,3,open,49.63556611875
7,2023-04-07,3,31.307200016666666,0.5226923575087742,4,open,30.462882309166666
7,2023-04-27,3,33.77538200666667,0.3765919257398094,4,open,28.85335929375
7,2023-05-04,3,27.2023081,1.1839649001811146,5,open,22.744276107333334
7,2023-05-17,3,19.17666507,0.07281407645506613,5,open,23.614712222708334
8,2022-06-06,3,17.495889303333332,0.285170162965454,6,open,21.192612027166668
8,2022-06-13,3,12.94425124,0.37878101342323595,6,open,13.377299434
8,2022-06-20,3,7.07149292,0.16604299458877086,6,open,11.2633616034375
8,2022-06-28,3,5.607445438666667,0.1294146729747119,6,open,8.771627900833334
8,2022-07-13,3,4.766182698666666,0.1574748560849889,7,open,10.605543713291667
8,2022-07-21,3,5.305055598666667,0.1646803152187895,7,open,9.594915448750001
8,2022-07-28,3,4.501876045333334,0.5534489873168078,7,open,6.075076026416666
8,2022-08-04,3,4.895552480666667,0.2307546886060402,8,open,7.202241165625001
8,2022-08-12,3,4.813378009666667,0.09707454342184003,8,open,4.400156042416667
8,2022-08-18,3,3.5015477086666666,0.11048692390764149,8,open,3.6194348265833334
8,2022-09-09,3,6.245703864333334,0.16821551952468045,9,open,14.461023820291667
8,2022-09-23,3,14.76924748,0.11133681048708544,9,open,15.200654667458334
8,2022-10-19,3,19.80983537,0.39737440409373154,10,open,17.51841164625
8,2022-10-28,3,15.73162612,0.1359887075606839,10,open,15.144538195041667
8,2023-01-23,3,31.648221256666666,7.733009826869638,1,ice,21.122625739770832
8,2023-02-10,3,21.34052088,1.695620306017569,2,ice,43.54391747083333
8,2023-02-17,3,63.844721463333336,13.78115122150845,2,ice,77.52324560458334
8,2023-03-23,3,54.49748491,1.0879768776487884,3,open,49.63556611875
8,2023-04-07,3,19.250389006666666,0.1894236189802102,4,open,30.462882309166666
8,2023-04-27,3,23.647666336666667,0.14532591608158676,4,open,28.85335929375
8,2023-05-04,3,25.48463765,0.6924650635872535,5,open,22.744276107333334
8,2023-05-17,3,9.516094525,0.06633945786484581,5,open,23.614712222708334
